"unigram","bigram","trigram","quadgram","freq"
"to","let","you","know",15
"to","me","and","i",15
"to","see","if","the",15
"to","see","you","again",15
"to","some","of","the",15
"told","the","associated","press",15
"turn","out","to","be",15
"want","to","be","able",15
"want","to","do","is",15
"we","would","like","to",15
"will","be","on","the",15
"will","have","to","be",15
"would","like","to","thank",15
"you","are","having","a",15
"you","don’t","have","to",15
"you","for","the","ff",15
"a","few","years","back",14
"a","long","time","ago",14
"a","participant","in","the",14
"a","portion","of","the",14
"a","problem","with","the",14
"all","i","want","to",14
"and","i","cant","wait",14
"and","i","had","a",14
"and","i","think","i",14
"and","i","think","it",14
"and","i","went","to",14
"and","it","was","a",14
"and","that","is","the",14
"are","supposed","to","be",14
"are","we","going","to",14
"around","the","world","and",14
"as","good","as","the",14
"as","long","as","the",14
"at","some","point","in",14
"be","on","the","lookout",14
"be","reached","for","comment",14
"been","trying","to","get",14
"but","i","dont","want",14
"but","i","have","a",14
"but","it","would","be",14
"by","the","time","he",14
"by","the","way","i",14
"can","you","please","follow",14
"content","that","appears","on",14
"couple","of","years","ago",14
"daiichi","nuclear","power","plant",14
"day","of","the","week",14
"did","not","have","a",14
"disease","control","and","prevention",14
"do","the","right","thing",14
"do","the","same","thing",14
"for","a","total","of",14
"for","a","while","and",14
"for","the","next","few",14
"for","the","past","years",14
"from","the","university","of",14
"get","a","lot","of",14
"go","on","and","on",14
"going","to","try","to",14
"gonna","be","a","good",14
"has","to","be","a",14
"have","been","trying","to",14
"have","to","be","the",14
"how","hard","it","is",14
"i","can’t","wait","to",14
"i","dont","have","time",14
"i","dont","know","i",14
"i","dont","need","to",14
"i","dont","think","so",14
"i","guess","i","should",14
"i","had","to","do",14
"i","have","never","been",14
"i","have","to","take",14
"i","know","how","to",14
"i","know","i","know",14
"i","know","what","you",14
"i","think","i","need",14
"i","think","it","will",14
"i","will","have","to",14
"if","i","had","to",14
"ill","be","able","to",14
"in","favor","of","the",14
"in","love","with","the",14
"in","my","life","and",14
"in","new","york","and",14
"in","order","to","get",14
"in","the","bottom","of",14
"in","the","context","of",14
"in","the","last","two",14
"in","the","mood","for",14
"in","the","rest","of",14
"in","the","st","louis",14
"in","the","th","century",14
"is","a","member","of",14
"is","made","up","of",14
"is","more","of","a",14
"is","not","a","good",14
"is","what","it","is",14
"it","had","to","be",14
"it","is","time","for",14
"just","let","me","know",14
"keep","an","eye","on",14
"like","the","rest","of",14
"lot","of","people","who",14
"may","be","able","to",14
"middle","of","the","night",14
"never","be","able","to",14
"no","no","no","no",14
"not","sure","if","i",14
"now","is","the","time",14
"of","the","block","of",14
"of","the","world","and",14
"on","its","way","to",14
"on","the","same","day",14
"on","the","same","page",14
"on","the","subject","of",14
"one","of","the","main",14
"one","of","the","three",14
"one","of","these","days",14
"one","side","of","the",14
"out","of","the","car",14
"over","the","past","year",14
"she","and","her","husband",14
"so","far","so","good",14
"so","much","so","that",14
"so","that","they","can",14
"sometimes","you","have","to",14
"tells","the","story","of",14
"that","i","have","to",14
"that","it","is","a",14
"that","it","would","be",14
"that","there","was","a",14
"that","we","need","to",14
"thats","a","lot","of",14
"the","centers","for","disease",14
"the","direction","of","the",14
"the","edges","of","the",14
"the","first","time","this",14
"the","life","of","a",14
"the","next","couple","of",14
"the","second","half","of",14
"the","state","department","of",14
"there","is","no","doubt",14
"there","you","have","it",14
"they","dont","want","to",14
"they","need","to","be",14
"this","was","going","to",14
"this","was","the","first",14
"those","who","do","not",14
"time","in","my","life",14
"to","a","great","start",14
"to","all","of","the",14
"to","be","honest","i",14
"to","get","up","and",14
"to","go","on","a",14
"to","make","the","most",14
"to","name","a","few",14
"to","return","to","the",14
"to","see","all","the",14
"to","talk","to","you",14
"to","the","bottom","of",14
"to","the","front","of",14
"to","work","with","the",14
"to","you","and","your",14
"want","to","have","a",14
"was","a","member","of",14
"was","part","of","a",14
"was","the","only","one",14
"we","went","to","the",14
"what","appeared","to","be",14
"what","did","you","do",14
"what","happens","when","you",14
"what","would","you","do",14
"will","not","be","able",14
"with","the","idea","of",14
"would","love","to","hear",14
"you","all","have","a",14
"you","have","to","have",14
"“as","is”","and","is",13
"a","few","of","my",13
"a","lot","of","it",13
"a","means","for","sites",13
"a","visit","to","the",13
"a","week","or","so",13
"advertising","and","linking","to",13
"advertising","fees","by","advertising",13
"all","the","time","and",13
"along","the","lines","of",13
"always","going","to","be",13
"amazon","eu","associates","programmes",13
"amazon","eu","this","content",13
"amazon","services","llc","and",13
"amazon","services","llc","andor",13
"amazonca","amazoncouk","amazonde","amazonfr",13
"amazoncom","amazonca","amazoncouk","amazonde",13
"amazoncouk","amazonde","amazonfr","amazonit",13
"amazonde","amazonfr","amazonit","and",13
"amazones","certain","content","that",13
"amazonfr","amazonit","and","amazones",13
"amazonit","and","amazones","certain",13
"an","eye","out","for",13
"and","amazon","eu","associates",13
"and","amazones","certain","content",13
"and","as","a","result",13
"and","at","the","same",13
"and","i","love","it",13
"and","i","love","you",13
"and","is","subject","to",13
"and","linking","to","amazoncom",13
"and","look","forward","to",13
"and","this","is","the",13
"and","will","continue","to",13
"andor","amazon","eu","this",13
"appears","on","this","website",13
"are","looking","for","a",13
"are","one","of","the",13
"are","you","ready","for",13
"as","much","as","you",13
"as","of","pm","edt",13
"as","soon","as","the",13
"associates","programmes","designed","to",13
"at","the","hands","of",13
"be","able","to","take",13
"but","it","will","be",13
"by","advertising","and","linking",13
"can","tell","you","that",13
"can","you","follow","me",13
"certain","content","that","appears",13
"change","or","removal","at",13
"comes","from","amazon","services",13
"content","is","provided","“as",13
"designed","to","provide","a",13
"do","i","want","to",13
"do","not","have","a",13
"do","you","know","how",13
"do","you","think","about",13
"do","you","think","you",13
"dont","give","a","fuck",13
"dont","know","why","i",13
"dont","want","to","miss",13
"during","the","regular","season",13
"earn","advertising","fees","by",13
"eu","associates","programmes","designed",13
"eu","this","content","is",13
"every","single","one","of",13
"feels","good","to","be",13
"fees","by","advertising","and",13
"for","a","while","now",13
"for","sites","to","earn",13
"for","the","love","of",13
"from","amazon","services","llc",13
"get","in","touch","with",13
"get","ready","for","the",13
"get","rid","of","the",13
"glad","you","liked","it",13
"going","to","be","on",13
"going","to","be","there",13
"going","to","take","a",13
"good","luck","to","all",13
"have","a","lot","to",13
"have","a","wonderful","day",13
"have","to","have","a",13
"he","didnt","want","to",13
"hes","going","to","be",13
"hope","you","are","having",13
"hope","you","feel","better",13
"i","am","happy","to",13
"i","don’t","have","to",13
"i","don’t","know","how",13
"i","feel","the","same",13
"i","hate","when","i",13
"i","have","decided","to",13
"i","have","to","work",13
"i","just","saw","a",13
"i","need","a","new",13
"i","need","to","start",13
"i","still","have","to",13
"i","think","that","is",13
"i","wanted","to","go",13
"i","was","thinking","about",13
"i","will","continue","to",13
"i","will","say","that",13
"i","will","try","to",13
"if","you","dont","want",13
"if","you","think","you",13
"if","youd","like","to",13
"if","youre","looking","for",13
"im","just","going","to",13
"im","not","sure","what",13
"in","a","letter","to",13
"in","a","recent","interview",13
"in","a","small","bowl",13
"in","a","state","of",13
"in","charge","of","the",13
"in","front","of","him",13
"in","less","than","a",13
"in","love","with","a",13
"in","my","life","i",13
"in","order","to","be",13
"in","the","amazon","services",13
"in","the","end","the",13
"in","the","first","three",13
"in","the","heart","of",13
"in","the","last","years",13
"in","the","locker","room",13
"in","the","new","year",13
"in","the","new","york",13
"in","the","words","of",13
"is","a","good","thing",13
"is","a","participant","in",13
"is","provided","“as","is”",13
"is","the","one","who",13
"is","the","point","of",13
"is”","and","is","subject",13
"it","comes","down","to",13
"it","is","not","the",13
"it","is","one","of",13
"it","might","have","been",13
"it","seems","to","be",13
"it","seems","to","me",13
"it","was","time","for",13
"it","will","be","the",13
"its","not","going","to",13
"its","one","of","the",13
"just","one","of","those",13
"keep","up","the","great",13
"know","if","you","have",13
"linking","to","amazoncom","amazonca",13
"llc","and","amazon","eu",13
"llc","andor","amazon","eu",13
"love","the","idea","of",13
"make","me","want","to",13
"means","for","sites","to",13
"more","than","just","a",13
"most","of","them","are",13
"needs","to","be","done",13
"news","of","the","world",13
"no","matter","what","the",13
"of","the","new","york",13
"of","the","people","who",13
"of","the","time","i",13
"of","the","year","and",13
"on","the","day","of",13
"on","this","website","comes",13
"one","of","my","favorites",13
"one","of","the","last",13
"one","of","the","other",13
"or","removal","at","any",13
"out","to","be","the",13
"participant","in","the","amazon",13
"prayers","go","out","to",13
"preheat","the","oven","to",13
"programmes","designed","to","provide",13
"provide","a","means","for",13
"provided","“as","is”","and",13
"removal","at","any","time",13
"rest","of","the","week",13
"said","in","an","email",13
"said","it","would","be",13
"season","with","salt","and",13
"securities","and","exchange","commission",13
"see","you","at","the",13
"services","llc","and","amazon",13
"services","llc","andor","amazon",13
"since","the","beginning","of",13
"sites","to","earn","advertising",13
"sorry","to","hear","that",13
"spend","a","lot","of",13
"story","of","my","life",13
"subject","to","change","or",13
"take","advantage","of","the",13
"thank","you","to","the",13
"thanks","for","the","shoutout",13
"thanks","to","all","who",13
"that","appears","on","this",13
"that","i","have","been",13
"that","it","is","not",13
"that","this","is","the",13
"the","amazon","services","llc",13
"the","day","after","the",13
"the","first","thing","i",13
"the","first","time","and",13
"the","form","of","a",13
"the","last","time","you",13
"the","national","weather","service",13
"the","one","and","only",13
"the","other","end","of",13
"the","owner","of","the",13
"the","quality","of","the",13
"the","remainder","of","the",13
"the","same","time","the",13
"the","state","of","the",13
"the","two","of","us",13
"there","was","no","way",13
"this","content","is","provided",13
"this","has","been","a",13
"this","website","comes","from",13
"this","will","be","a",13
"this","will","be","the",13
"this","would","be","a",13
"thought","i","was","going",13
"to","amazoncom","amazonca","amazoncouk",13
"to","be","a","long",13
"to","change","or","removal",13
"to","earn","advertising","fees",13
"to","focus","on","the",13
"to","get","away","from",13
"to","get","into","the",13
"to","give","you","a",13
"to","hear","about","your",13
